Session,Group,Recording Path,Model,BER
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_5/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_8/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_8/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_8/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_8/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_10/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_10/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_10/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_10/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_4/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_4/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_4/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.6000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_4/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_9/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_9/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_9/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_9/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_6/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5667
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_6/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_6/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_6/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_1/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_1/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6333
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_1/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.6000
printer,p102,/media/storage/hadleigh/stegaphone_data/final_rec//p102/timbre/sample_1/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_7/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_7/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_7/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_7/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_2/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_2/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_2/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_2/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.2667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_3/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_3/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_3/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_3/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_5/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_5/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_5/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_5/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_8/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_8/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_8/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_8/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_10/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_10/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_10/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_10/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_4/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_4/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_4/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_4/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_9/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_9/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_9/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_9/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4667
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_6/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.2333
printer,p103,/media/storage/hadleigh/stegaphone_data/final_rec//p103/timbre/sample_1/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_7/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_2/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_3/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_5/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_8/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_10/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_4/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_9/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_6/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4667
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p104,/media/storage/hadleigh/stegaphone_data/final_rec//p104/timbre/sample_1/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.6000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.6000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_7/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.6000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_2/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.6000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_3/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_5/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.2667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_8/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.2667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_10/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_4/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_9/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.3333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_6/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3333
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3000
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.2667
printer,p105,/media/storage/hadleigh/stegaphone_data/final_rec//p105/timbre/sample_1/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.3333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5667
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.4667
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_7/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.4333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.3667
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.4333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_2/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5000
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.5333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_printer_recording_Fifine_USB_PnP_Audio_Device.wav,timbre,0.5333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_printer_recording_USB_Lavalier_Microphone.wav,timbre,0.5667
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_3/watermarked_printer_recording_Yeti_Stereo_Microphone.wav,timbre,0.5333
printer,p106,/media/storage/hadleigh/stegaphone_data/final_rec//p106/timbre/sample_5/watermarked_printer_recording_iPhone_Microphone.wav,timbre,0.3667
